번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
1438,캠핑코리아,민간,경기도,안성시,경기도 안성시 금광면 진안로 165-16 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-07-22,,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",,0,0,0,0,,,불가능
1439,캠핑코리아 카라반오토캠핑장,지자체,충청남도,태안군,충남 태안군 원북면 신두로 689-37,0,0,0,7,0,0,7.2,0,0,2.25,0,0,7,0,0,2016-06-08,,"전기,온수,운동장,운동시설",,0,0,0,0,,,불가능
1440,캠핑하는 집,민간,강원도,춘천시,강원도 춘천시 동산면 원무동길 303-28 ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-05,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,마트.편의점","수영장,어린이놀이시설",0,0,0,0,"여름물놀이,가을단풍명소,걷기길",,가능(소형견)
1441,성주물가애오토캠핑장,민간,경상북도,성주군,경북 성주군 수륜면 신정3길 2-19,0,54,0,3,3,,8,9,0,6,7,0,4,51,0,2015-06-05,개별,"전기,장작판매,온수,물놀이장,운동시설,마트.편의점",낚시,25,0,0,0,,"텐트,릴선,화로대,난방기구,식기,침낭",가능(소형견)
1442,켄싱턴 호텔 평창 글램핑 빌리지,지자체,강원도,평창군,강원 평창군 진부면 진고개로 231,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,2016-03-04,개별,"물놀이장,놀이터","산책로,강/물놀이",0,0,0,0,"여름물놀이,걷기길",,불가능
1443,코끼리관광농원,민간,경상북도,고령군,경북 고령군 덕곡면 지사동길 20-4,17,0,0,0,0,,5,0,0,10,0,0,17,0,0,2015-10-28,개별,"전기,장작판매,온수,물놀이장,운동시설,마트.편의점","계곡 물놀이,어린이놀이시설",20,0,0,0,"여름물놀이,걷기길",식기,가능(소형견)
1444,코끼리캠핑장,민간,경기도,가평군,경기도 가평군 북면 화악리 1007번지/화악산로 1217-2,11,11,11,0,0,,4,4,0,5,5,0,11,0,0,2017-03-20,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,낚시,강/물놀이,어린이놀이시설",12,2,1,11,"일몰명소,낚시,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1445,코레일낙산연수원 야영장,민간,강원도,양양군,강원특별자치도 양양군 강현면 동해대로 3457 (KORAIL연수원),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-27,,"전기,물놀이장,놀이터,산책로,운동시설",,0,0,0,0,,,불가능
1446,코세스해피빌리지 ,지자체,강원도,영월군,강원도 영월군 황산벌길 185-0 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-08-25,,"전기,온수,물놀이장,산책로,운동시설",,0,0,0,0,,,불가능
1447,석산계곡 코코비발디글램핑 카라반 오토캠핑장,지자체,강원도,홍천군,강원 홍천군 서면 고루개길 37-17,6,0,20,5,0,0,0,0,6,0,0,7,0,0,6,2016-10-31,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,수영장,어린이놀이시설",30,2,0,25,걷기길,식기,불가능
1448,쿵쿵소 캠핑장,민간,강원도,평창군,강원 평창군 봉평면 덕거길 356-12,59,0,0,0,0,,6,0,0,8,0,0,59,0,0,2016-07-13,개별,"전기,장작판매,온수,운동시설,마트.편의점",계곡 물놀이,25,0,0,0,"여름물놀이,가을단풍명소",,불가능
1449,큐브존캠핑장,민간,강원도,영월군,강원 영월군 한반도면 한반도로 794-22,0,30,0,0,0,,7,8,0,7,10,0,21,9,0,2016-10-11,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,운동시설",,15,0,0,0,가을단풍명소,,불가능
1450,큰마당캠핑장,민간,경기도,포천시,경기도 포천시 이동면 도평리 471 외 2필지,0,15,0,0,0,,6,0,0,8,0,0,15,0,0,2017-11-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",계곡 물놀이,15,0,0,0,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
1451,큰집글램핑,민간,충청북도,충주시,충북 충주시 노은면 대덕리 367번지,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,2017-08-22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,산책로,수상레저,낚시,어린이놀이시설",3,0,0,3,여름물놀이,,가능(소형견)
1452,클럽노블픽,민간,경기도,가평군,경기 가평군 청평면 모꼬지로 154,0,0,24,0,0,0,5,4,0,6,6,0,14,10,0,2016-08-19,개별,"전기,무선인터넷,온수,트렘폴린,놀이터,운동장,운동시설","계곡 물놀이,농어촌체험시설,어린이놀이시설",45,0,1,24,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
1453,클럽레드존캠핑장,국민여가,경기도,가평군,경기 가평군 가평읍 북한강변로 360-69,0,16,0,0,0,,4,0,0,6,0,0,16,0,0,2016-09-12,개별,"전기,온수,물놀이장,놀이터,운동장,운동시설","수상레저,낚시,강/물놀이",0,0,0,0,"일출명소,낚시,액티비티,여름물놀이",,불가능
1454,클럽레스피아,민간,강원도,홍천군,강원도 홍천군 구룡밭길 24-30 ,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,2016-08-31,,,,15,0,0,15,,,불가능
1455,클럽프리모,지자체,강원도,횡성군,강원도 횡성군 서원면 석화리 851,0,0,11,0,0,,0,0,0,0,0,0,0,0,0,2016-03-10,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","계곡 물놀이,강/물놀이",0,0,0,0,,,불가능
1456,키즈글램핑GEO,민간,경기도,포천시,경기 포천시 이동면 금강로 6561,0,0,25,2,0,,0,0,0,0,0,0,0,0,0,2016-10-20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점",,30,0,0,30,여름물놀이,,불가능
1457,키즈드림 캠핑장,민간,충청북도,보은군,충북 보은군 내북면 남부로 5825-6,0,40,0,0,0,,6,0,0,7,0,0,40,0,0,2017-11-07,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",산책로,20,0,0,0,"여름물놀이,걷기길","텐트,릴선,화로대",가능(소형견)
1458,킨텍스캠핑장,지자체,경기도,고양시,경기 고양시 일산서구 킨텍스로 217-25 (대화동),45,31,0,10,0,0,6,10,0,8,10,0,45,31,0,2016-11-02,개별,"전기,무선인터넷,온수,마트.편의점",,50,0,0,0,"가을단풍명소,걷기길",,불가능
1459,태기산 아름채 관광공원,민간,강원도,횡성군,강원 횡성군 청일면 청일로 1030,25,0,0,0,0,,7,0,0,8,0,0,25,0,0,2016-09-19,개별,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점",계곡 물놀이,15,0,0,0,"스키,여름물놀이,겨울눈꽃명소",,불가능
1460,태라 글램핑,민간,충청북도,제천시,충북 제천시 봉양읍 제원로8길 21-26,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,2015-08-13,개별,"전기,온수,물놀이장,운동장,운동시설",산책로,5,0,0,5,여름물놀이,,불가능
1461,태백소원지오토캠핑장,민간,강원도,태백시,강원특별자치도 태백시 태백산로 4767 (소도동),0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-28,개별,"산책로,운동시설,마트.편의점",,0,0,0,0,,,불가능
1462,SE클럽(태안둘레길캠핑장&펜션),민간,충청남도,태안군,충남 태안군 이원면 꾸지나무길 37-99,81,0,0,0,0,0,7,3,0,12,7,0,0,0,0,2015-08-25,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설",해수욕,32,3,3,0,여름물놀이,,가능(소형견)
1463,태안라온캠핑장,민간,충청남도,태안군,충남 태안군 원북면 옥파로 1019,0,32,0,3,0,,6,7,0,12,10,0,23,9,0,2016-03-08,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","산책로,수상레저,낚시,해수욕",20,1,0,5,여름물놀이,,가능(소형견)
1464,태안별빛오토캠핑장,민간,충청남도,태안군,충남 태안군 소원면 법산길 160-20,61,0,17,0,0,,10,6,0,8,4,0,52,9,0,2015-09-03,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","산책로,수상레저,낚시,해수욕",49,0,2,0,여름물놀이,릴선,불가능
1465,태양과바다 야영장,민간,강원도,양양군,강원도 양양군 현남면 북분리 ,30,0,0,0,0,,8,0,0,8,0,0,0,0,0,2016-05-27,개별,"전기,장작판매",해수욕,8,0,0,0,,,불가능
1466,태학산 자연휴양림 오토캠핑장,자연휴양림,충청남도,천안시,충남 천안시 동남구 풍세면 돈마루1길 188,21,12,0,0,0,,5,5,0,4,9,0,12,21,0,2017-09-07,개별,"전기,온수,놀이터,마트.편의점",산책로,33,2,0,0,"가을단풍명소,걷기길",,불가능
1467,태화연 오토야영장,지자체,울산광역시,중구,울산 중구 종가로 66-1 (태화동),0,45,0,0,0,0,8,11,5,9,8,5,32,5,8,2018-02-06,개별,"전기,무선인터넷,온수,놀이터,산책로",산책로,45,2,0,0,걷기길,,불가능
1468,터닝포인트카라반&캠핑,지자체,강원도,철원군,강원도 철원군 서면 자등리 316-6 ,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2015-09-16,개별,"전기,무선인터넷,장작판매,온수,운동장,마트.편의점",,0,0,0,0,,,불가능
1469,테르메덴 카라반,민간,경기도,이천시,경기 이천시 모가면 사실로 984,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-09-18,,,,0,0,0,0,,,불가능
1470,엉클캠핑장,민간,경기도,포천시,경기도 포천시 이동면 화동로 2498-1,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,2017-12-07,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",계곡 물놀이,15,0,0,5,"여름물놀이,가을단풍명소","텐트,릴선,화로대,난방기구,식기",불가능
1471,텐타우스,민간,경상북도,경주시,경상북도 경주시 강동면 왕신숲골안길 5 ,45,0,0,0,0,,8,0,0,10,0,0,45,0,0,2015-07-02,개별,"전기,무선인터넷,온수,물놀이장,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",20,2,2,15,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,침낭",불가능
1472,토함산자연휴양림,자연휴양림,경상북도,경주시,경북 경주시 문무대왕면 불국로 1208-45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-18,불가,"물놀이장,놀이터,운동장","산책로,수상레저,낚시,해수욕",23,1,1,0,,,불가능
1473,통고산 자연휴양림야영장,자연휴양림,경상북도,울진군,경상북도 울진군 서면 불영계곡로 880 ,30,0,0,0,0,,3,3,2,3,3,2,12,10,8,2015-04-25,불가,"전기,놀이터,산책로","계곡 물놀이,산책로,어린이놀이시설",18,0,0,0,여름물놀이,,불가능
1474,통영 동원리조트 글램핑,민간,경상남도,통영시,경상남도 통영시 산양읍 영운리 산 184-1,0,0,0,10,0,,0,0,0,0,0,0,0,0,0,2016-06-03,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","산책로,운동장,수상레저,낚시,해수욕,강/물놀이,농어촌체험시설",10,0,0,10,"일출명소,일몰명소,수상레저,낚시,액티비티,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
1475,통영오토캠핑장,민간,경상남도,통영시,경남 통영시 용남면 분덕길 156,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2014-07-24,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",산책로,0,0,0,0,,,불가능
1476,통영캠핑스토리,민간,경상남도,통영시,경상남도 통영시 산양읍 봉전상촌길46번지,0,8,0,0,0,,5,0,0,6,0,0,8,0,0,2015-08-07,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","산책로,낚시,강/물놀이,청소년체험시설,농어촌체험시설",6,0,0,0,"일출명소,일몰명소,낚시,봄꽃여행,걷기길","텐트,릴선,화로대,난방기구",불가능
1477,툇골 캠핑장,민간,강원도,춘천시,강원도 춘천시 툇골길 413-52 ,15,0,0,0,0,0,8,0,0,8,0,0,15,0,0,2016-10-31,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점",계곡 물놀이,5,0,0,0,여름물놀이,,불가능
1478,트로피칼드림야영장,민간,경상남도,거제시,경상남도 거제시 일운면 와현리 497 ,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,2016-05-19,,"전기,무선인터넷,온수,놀이터","산책로,낚시,해수욕",15,7,20,7,"낚시,걷기길",,불가능
1479,트리캠핑장,민간,인천광역시,옹진군,인천광역시 옹진군 선재로306번길 27-55 ,28,0,0,0,0,,4,0,0,6,0,0,28,0,0,2016-08-26,개별,"전기,무선인터넷,장작판매,온수,운동시설",,12,0,0,0,일몰명소,"릴선,화로대",가능(소형견)
1480,트윈스캠핑장,민간,충청남도,아산시,충남 아산시 도고면 도고면로 117,0,5,0,7,0,,0,0,0,0,0,0,0,0,0,2017-07-11,개별,"전기,무선인터넷,온수,운동시설",강/물놀이,12,0,0,0,여름물놀이,,불가능
1481,티피 캠핑장,민간,강원도,고성군,강원 고성군 죽왕면 괘진길 54,0,30,0,0,0,0,5,0,0,6,0,0,0,0,0,2015-10-26,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","수상레저,낚시,해수욕",0,0,0,0,"일출명소,수상레저,낚시,여름물놀이,겨울눈꽃명소",,가능
1482,파라다이스 캠핑장,민간,경상남도,통영시,경남 통영시 욕지면 유동길 111,30,0,0,0,0,0,5,5,5,6,6,6,30,16,7,2016-06-09,개별,"전기,온수","산책로,수상레저,낚시,해수욕",0,0,0,0,"일출명소,일몰명소,수상레저,낚시,액티비티,봄꽃여행,여름물놀이,걷기길","릴선,화로대,식기",가능
1483,파라다이스 캐빈파크,민간,충청남도,아산시,충남 아산시 선장면 도고온천로 176-2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2012-07-23,개별,"전기,온수",수영장,0,0,0,0,"일몰명소,겨울눈꽃명소",,불가능
1484,파라다이스캠핑장,민간,경기도,동두천시,경기도 동두천시 탑신로 368,13,0,0,0,0,,5,0,0,6,0,0,13,0,0,2017-07-07,개별,"전기,놀이터","계곡 물놀이,산책로",6,0,0,0,,,불가능
1485,캠핑배내,민간,경상남도,양산시,경남 양산시 원동면 청수골길 43-21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-16,개별,"전기,무선인터넷,물놀이장",,5,0,0,0,,,불가능
1486,파인벨리 펜션 앤 글램핑 주식회사,민간,경기도,포천시,경기 포천시 화현면 봉화로 315-97,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-06-26,개별,"전기,무선인터넷,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","산책로,강/물놀이,농어촌체험시설",5,0,0,5,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
1487,파인트리 캠핑장,민간,경기도,포천시,경기 포천시 이동면 화동로 1925-63,0,6,17,4,0,,0,0,0,0,0,0,0,0,0,2016-11-28,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,운동시설",계곡 물놀이,30,0,0,21,"여름물놀이,가을단풍명소",,가능(소형견)
1488,파주기산캠프,민간,경기도,파주시,경기도 파주시 광탄면 기산리 471-2 ,0,35,0,0,0,,6,0,0,8,0,0,35,0,0,2015-06-22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",산책로,20,0,0,0,"낚시,액티비티,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
1489,파주힐링캠핑,지자체,경기도,파주시,경기도 파주시 광탄면 마장리 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-09-01,,,,0,0,0,0,,,불가능
1490,더파크12 글램핑카라반,민간,강원도,홍천군,강원특별자치도 홍천군 서면 밤벌길2번길 35,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,2016-09-01,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",어린이놀이시설,15,0,0,15,"낚시,여름물놀이",,불가능
1491,파피루스 캠핑장,지자체,경기도,포천시,경기도 포천시 영중면 성동리 75 ,15,0,10,0,0,,0,0,0,0,0,0,0,0,0,2016-08-30,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점","산책로,강/물놀이",0,0,0,0,,,불가능
1492,팔공산글램핑,민간,경상북도,칠곡군,경북 칠곡군 동명면 구남로 281,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-24,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,산책로,어린이놀이시설",11,0,0,11,여름물놀이,난방기구,불가능
1493,팔공산금화자연휴양림,지자체,경상북도,칠곡군,경북 칠곡군 가산면 가산로 323,17,0,0,6,0,0,4,0,0,4,0,0,17,0,0,2016-04-27,불가,"놀이터,산책로,마트.편의점",산책로,14,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소",,불가능
1494,팔리봉 캠핑장,민간,강원도,인제군,강원특별자치도 인제군 북면 풍전동길 50-209,19,0,0,0,0,0,4,0,0,5,0,0,19,0,0,2015-06-05,개별,전기,,10,0,0,0,,,불가능
1495,팔봉글램핑,민간,충청북도,충주시,충북 충주시 대소원면 팔봉향산길 19,0,0,10,0,0,0,2,0,0,4,0,0,10,0,0,2015-04-10,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,마트.편의점","계곡 물놀이,산책로,강/물놀이,수영장",10,0,0,10,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능
1496,팔봉산관광지 야영장,지자체,강원도,홍천군,강원도 홍천군 서면 한치골길 1122-48 ,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-26,개별,"무선인터넷,놀이터,운동시설","산책로,수상레저,어린이놀이시설",60,0,0,0,"수상레저,낚시,액티비티,여름물놀이,가을단풍명소",,불가능
1497,팔영산 자연휴양림 야영장,지자체,전라남도,고흥군,전라남도 고흥군 영남면 팔영로 1347-418 ,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-06-11,개별,,수영장,0,0,0,0,,,불가능
1498,팔영산야영장,지자체,전라남도,고흥군,전남 고흥군 점암면 팔봉길 19-51,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-26,개별,"전기,무선인터넷,온수,놀이터",산책로,0,0,0,0,,,불가능
1499,팜스퀘어 하늘타리,민간,경기도,여주시,경기 여주시 금사면 금품2로 835-64,24,24,0,0,0,,6,0,0,10,0,0,0,0,0,2015-12-31,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,15,0,0,0,액티비티,"텐트,릴선,화로대,난방기구,식기,침낭",불가능
1500,팜핑제주,지자체,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중산간서로400번길 105 (도순동),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-07-21,,,,0,0,0,0,,,불가능
1501,패밀리오토캠핑장,민간,경상남도,밀양시,경상남도 밀양시 산외면 희곡리 8,0,51,0,0,0,,8,7,5,7,8,7,10,19,7,2015-07-07,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,마트.편의점",계곡 물놀이,1,0,1,1,봄꽃여행,릴선,가능(소형견)
