번호,야영장명,사업주체_구분,도,시군구,주소,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
91,거제글램퍼스,민간,경상남도,거제시,경남 거제시 일운면 망치4길 38 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-07-22,개별,"전기,온수,놀이터,산책로","산책로,수상레저,낚시",0,0,0,0,"일출명소,일몰명소,낚시,액티비티,여름물놀이,걷기길",,불가능
92,거제자연휴양림,지자체,경상남도,거제시,경상남도 거제시 동부면 거제중앙로 325 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-07-17,,"온수,놀이터,운동시설",,0,0,0,0,,,불가능
93,거창A글램핑,민간,경상남도,거창군,경남 거창군 마리면 세동길 7,0,0,14,0,0,,0,0,0,0,0,0,0,0,0,2017-07-28,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",,15,0,0,0,,,불가능
94,경일농원,민간,경상북도,울릉군,경상북도 울릉군 울릉읍 사동리 122-3 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-05-04,,,,0,0,0,0,,,가능
95,경주 힐링캠프,민간,경상북도,경주시,경상북도 경주시 산내면 감산리 1456번지,0,12,17,0,0,,0,0,0,0,0,0,12,0,0,2017-04-26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",33,0,0,17,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
96,경주글램존,민간,경상북도,경주시,경상북도 경주시 안강읍 강교리 877-1,0,2,9,0,0,0,4,0,0,7,0,0,2,0,0,2017-09-20,개별,"전기,온수,물놀이장,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",10,0,0,9,여름물놀이,,불가능
97,별자리 캠핑랜드,민간,경상북도,경주시,경북 경주시 반구대로 3501-34 (배동),0,0,48,16,0,1,0,0,0,0,0,0,0,0,0,2022-02-21,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점,덤프스테이션","산책로,수상레저,낚시,강/물놀이,어린이놀이시설",60,1,1,60,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능
98,경주인동야영장,민간,경상북도,경주시,경상북도 경주시 강동면 인동리 425-4 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-09-17,,,,0,0,0,0,,,불가능
99,경주초우오토캠핑장,민간,경상북도,경주시,경상북도 경주시 동방동 산업로 3549-30 ,0,41,0,0,0,,8,0,0,6,0,0,41,0,0,2015-07-06,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","산책로,수상레저",20,0,0,5,"수상레저,봄꽃여행,가을단풍명소,걷기길",,불가능
100,강화카라반캠핑장,민간,인천광역시,강화군,인천광역시 강화군 길상면 초지리 1320-1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,2016-11-18,개별,"전기,무선인터넷,온수,산책로",낚시,1,1,1,2,"일몰명소,낚시,걷기길","식기,침낭",불가능
101,경호강 캠핑장,민간,경상남도,산청군,경상남도 산청군 단성면 방목리 627 ,0,39,0,0,0,,0,0,0,0,0,0,0,0,0,2017-05-25,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","산책로,강/물놀이,농어촌체험시설,어린이놀이시설",0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
102,계곡과소나무 캠핑장,민간,경기도,포천시,경기도 포천시 일동면 무리울길 299,0,38,0,0,0,0,6,7,6,15,12,10,10,4,14,2016-07-04,개별,"전기,장작판매,온수,놀이터,산책로,운동장,운동시설",계곡 물놀이,20,2,2,3,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
103,계곡캠핑펜션,민간,전라남도,구례군,전라남도 구례군 간전면 금산리 63-5 63-5 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-07-23,,,,0,0,0,0,,,불가능
104,계룡산글램핑 동월숲,민간,충청남도,공주시,충남 공주시 반포면 계룡대로 1352,0,0,18,0,0,0,8,0,0,5,0,0,18,0,0,2015-05-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로","계곡 물놀이,산책로,강/물놀이,수영장,어린이놀이시설",25,0,0,0,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","화로대,일산화탄소감지기",가능
105,계룡산글램핑 파크오브드림,민간,충청남도,공주시,충남 공주시 반포면 동학사1로 46,0,0,39,0,0,,0,0,0,0,0,0,0,0,0,2017-08-11,,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,산책로",39,0,0,39,여름물놀이,,불가능
106,계룡산동학사자동차야영장,국립공원,충청남도,공주시,충청남도 공주시 반포면 동학사2로 115-16 ,0,22,0,0,0,,5,0,0,8,0,0,22,0,0,2015-06-09,개별,"전기,무선인터넷",산책로,16,0,3,0,가을단풍명소,,불가능
107,계림정야영장,민간,경상남도,산청군,경남 산청군 삼장면 친환경로 967,25,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2022-07-21,개별,"전기,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로",13,3,5,0,"낚시,여름물놀이,걷기길",,불가능
108,계명산 나무숲길 캠핑장,민간,충청북도,충주시,충북 충주시 용탄동 410,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-03-22,,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",,0,0,0,0,,,불가능
109,계명산자연휴양림 야영장,지자체,경상북도,안동시,경북 안동시 길안면 고란길 207-99,17,0,0,0,0,0,2,2,3,2,4,4,0,0,0,2015-05-27,불가,"물놀이장,놀이터",산책로,0,0,0,0,"여름물놀이,가을단풍명소,걷기길",,불가능
110,계방산 오토캠핑장,지자체,강원도,평창군,강원도 평창군 용평면 이승복생가길 160 ,0,106,0,0,0,,0,0,0,0,0,0,0,0,0,2017-07-25,개별,"전기,장작판매,온수",계곡 물놀이,50,0,0,0,가을단풍명소,,가능
111,고길동 캠핑장,민간,강원도,홍천군,강원도 홍천군 북방면 북방리 946,50,0,0,0,0,,7,0,0,10,0,0,50,0,0,2015-05-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",계곡 물놀이,27,0,0,0,여름물놀이,"릴선,화로대",불가능
112,고대산캠핑리조트,민간,경기도,연천군,경기도 연천군 신서면 대광리 130-3,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,개별,"전기,온수,놀이터,운동장,운동시설","계곡 물놀이,운동장,강/물놀이",0,0,0,0,,,불가능
113,고라데이마을,민간,강원도,횡성군,강원 횡성군 청일면 봉명로 375-1,15,0,0,0,0,,4,0,0,5,0,0,15,0,0,2015-08-24,개별,"전기,무선인터넷,온수,산책로",계곡 물놀이,8,0,0,0,"여름물놀이,가을단풍명소",,불가능
114,고래숲관광농원,민간,경기도,안산시,경기 안산시 단원구 장불길 14 (대부남동),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-06-30,,,,0,0,0,0,,,불가능
115,고산 무궁화 오토캠핑장,지자체,전라북도,완주군,전북 완주군 고산면 고산휴양림로 89,0,81,0,8,0,,0,0,0,0,0,0,81,0,0,2013-08-28,개별,"전기,온수,놀이터,운동장",수영장,0,0,0,0,,,불가능
116,고성 남산공원 오토캠핑장,지자체,경상남도,고성군,경상남도 고성군 고성읍 공룡로 3165 ,0,27,3,6,5,,8,12,0,10,10,0,27,6,0,2013-06-27,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",산책로,10,0,0,10,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
117,상족암오토캠핑장,지자체,경상남도,고성군,경남 고성군 하이면 덕명5길 53-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-09,개별,"온수,놀이터,운동시설",,0,0,0,0,,,불가능
118,주식회사 웰니스,민간,경상남도,고성군,경남 고성군 삼산면 두포5길 193,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","산책로,낚시",35,0,0,5,"일출명소,일몰명소,낚시,여름물놀이",,불가능
119,고성잔디캠핑장,민간,경상남도,고성군,경남 고성군 하일면 용태리 479,0,45,0,0,0,,8,5,0,8,7,0,29,16,0,2017-06-01,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,낚시,강/물놀이,농어촌체험시설",23,1,0,1,"일출명소,낚시,걷기길","릴선,화로대,난방기구,침낭",불가능
120,고성패밀리캠핑장,민간,경상남도,고성군,경상남도 고성군 상리면 상정대로 1186,0,26,5,0,0,,8,8,0,8,12,0,14,12,0,2017-03-30,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","산책로,강/물놀이,수영장,농어촌체험시설,어린이놀이시설",35,0,2,25,"일출명소,액티비티,여름물놀이,걷기길",,불가능
121,태백고원자연휴양림 야영장,국립공원,강원도,태백시,강원도 태백시 철암동 머리골길 153 ,13,0,0,0,0,,2,0,0,2,0,0,13,0,0,2015-08-03,개별,산책로,"계곡 물놀이,산책로",13,0,0,0,여름물놀이,,불가능
122,고인돌 펜션&캠핑장,민간,강원도,홍천군,강원도 홍천군 화촌면 구룡령로 578-10 ,17,0,0,0,0,,4,6,0,7,8,0,3,14,0,2015-06-05,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","청소년체험시설,어린이놀이시설",20,0,0,0,여름물놀이,"릴선,화로대",불가능
123,(중복삭제) 양양 고인돌오토캠핑장,민간,,,,0,56,0,0,0,0,12,6,8,13,8,11,2,39,15,,개별,,,0,0,0,0,,,불가능
124,고향펜션캠핑,민간,경상북도,봉화군,경상북도 봉화군 소천면 고선리 558-1,0,14,0,0,0,,4,0,0,5,0,0,14,0,0,2017-07-24,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","계곡 물놀이,산책로",14,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
125,곡성 키즈글램핑,지자체,전라남도,곡성군,전라남도 곡성군 죽곡면 오죽로 132 ,0,0,13,0,0,,0,0,0,0,0,0,0,0,0,2016-08-12,개별,마트.편의점,수영장,0,0,0,0,,,불가능
126,골체오름캠핑,지자체,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 번영로 1648-41,6,0,0,0,0,,5,0,0,7,0,0,6,0,0,2015-10-16,개별,"전기,무선인터넷,장작판매,온수,산책로,운동시설",산책로,12,0,0,0,,,불가능
127,곰섬야영장,민간,충청남도,태안군,충청남도 태안군 남면 신온리 903-34,100,0,0,0,0,,6,0,0,8,0,0,100,0,0,2016-08-13,개별,"전기,장작판매,온수,운동시설","산책로,수상레저,낚시,해수욕",35,0,0,0,여름물놀이,릴선,가능(소형견)
128,공간,민간,충청북도,단양군,충청북도 단양군 가곡면 남한강로 1057 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-03-06,,운동시설,,0,0,0,0,,,가능
129,공릉관광지 캠핑장,지자체,경기도,파주시,경기도 파주시 조리읍 장곡로 218 ,0,0,0,27,0,0,8,0,0,8,0,0,16,0,0,2016-07-21,개별,"전기,무선인터넷,온수","강/물놀이,농어촌체험시설",30,0,0,0,"액티비티,가을단풍명소",화로대,불가능
130,공작산계곡 오토캠핑장,민간,강원도,홍천군,강원도 홍천군 화촌면 당무로 545 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017-06-12,개별,"전기,산책로",,0,0,0,0,,,불가능
131,공주계곡캠핑장,민간,충청남도,공주시,충남 공주시 사곡면 운정길 20,20,0,0,0,0,,6,5,5,1,8,7,0,0,0,2015-05-27,개별,"전기,무선인터넷,온수,트렘폴린,놀이터,산책로,운동시설","계곡 물놀이,산책로,운동장,낚시,어린이놀이시설",6,1,0,0,여름물놀이,"릴선,화로대",가능(소형견)
132,공주산림휴양마을,지자체,충청남도,공주시,충남 공주시 금학동 140-1 ,20,0,0,0,0,0,5,6,0,3,4,0,10,10,0,2016-08-01,불가,"전기,놀이터,운동장,마트.편의점",강/물놀이,10,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
133,공주한옥마을 웅진오토캠핑장,지자체,충청남도,공주시,충청남도 공주시 웅진동 관광단지길 12 ,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,2014-02-18,개별,"전기,온수,놀이터,운동시설",산책로,0,0,0,0,"가을단풍명소,걷기길",,불가능
134,관광농원 숲속의 보물나라,민간,경기도,연천군,경기 연천군 신서면 동내로 1359,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-08-03,,,,0,0,0,0,,,가능
135,광교호수공원 가족캠핑장,지자체,경기도,수원시,경기도 수원시 영통구 하동 광교호수로 57 ,26,0,0,14,0,0,3,5,0,3,7,0,20,6,0,2013-07-30,불가,"무선인터넷,온수,놀이터",산책로,40,0,0,0,"일출명소,일몰명소,봄꽃여행,가을단풍명소,걷기길",,가능(소형견)
136,광덕산 풍경캠핑장 ,민간,충청남도,천안시,충남 천안시 동남구 광덕면 해수길 178-56,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-04-25,,"전기,온수",,0,0,0,0,,,불가능
137,광릉분재예술공원 캠핑장,지자체,경기도,포천시,경기도 포천시 소홀읍 직동리 281,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016-08-04,,,,0,0,0,0,,,불가능
138,광릉솔개캠핑장,민간,경기도,포천시,경기 포천시 소흘읍 광릉수목원로779번길 120,0,40,0,0,0,,5,6,0,7,10,0,20,20,0,2015-12-17,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설","산책로,강/물놀이,청소년체험시설,농어촌체험시설",20,0,0,0,,"릴선,난방기구",불가능
139,광릉숲 이야기 캠핑장,민간,경기도,포천시,경기 포천시 소흘읍 직동길 44,0,23,0,0,6,,5,0,0,7,0,0,23,0,0,2016-01-14,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","강/물놀이,농어촌체험시설",30,0,0,10,"봄꽃여행,걷기길","릴선,난방기구",불가능
140,광명도덕산캠핑장,지자체,경기도,광명시,경기 광명시 밤일안로42번길 69 (하안동),42,42,0,0,0,,0,0,0,0,0,0,0,0,0,2015-04-08,개별,"전기,놀이터,운동시설",산책로,0,0,0,0,,"텐트,릴선",불가능
141,광주시민의 숲 야영장,지자체,광주광역시,북구,광주광역시 북구 월출동 968번지,38,19,0,0,0,,6,5,5,6,6,5,14,24,14,2015-05-26,개별,"전기,온수,놀이터",어린이놀이시설,114,0,0,0,걷기길,,불가능
142,괴강국민여가캠핑장,국민여가,충청북도,괴산군,충북 괴산군 괴산읍 충민로검승3길 10,52,0,0,0,5,0,7,0,0,8,0,0,52,0,0,2016-01-31,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점","산책로,수영장",64,1,1,3,"여름물놀이,걷기길",,불가능
143,교동아일랜드,민간,인천광역시,강화군,인천 강화군 교동면 교동남로 275,2,2,0,5,0,,0,0,0,0,0,0,0,0,0,2017-04-10,개별,"전기,온수,물놀이장,놀이터","산책로,낚시,강/물놀이",10,0,0,5,일몰명소,화로대,불가능
144,교래생태체험장,민간,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 교래4길 20-13,25,0,0,0,0,0,5,0,0,5,0,0,25,0,0,2016-02-05,개별,"전기,무선인터넷,온수,산책로,마트.편의점",,25,0,0,0,일몰명소,"텐트,릴선,화로대,난방기구,식기,침낭",불가능
145,교래자연휴양림야영장,지자체,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 남조로 2023 ,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-27,공동취사장,"무선인터넷,온수,물놀이장,산책로,운동장,마트.편의점","산책로,운동장",61,11,0,0,,,불가능
146,구룡레저타운야영장,민간,강원도,원주시,강원도 원주시 소초면 치악로 3403 ,50,0,5,15,0,0,5,0,0,7,0,0,50,0,0,2015-06-18,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",수상레저,0,0,0,0,여름물놀이,,불가능
147,구룡자동차야영장(치악산국립공원),국립공원,강원도,원주시,강원 원주시 소초면 구룡마을길 14,0,56,0,6,0,0,0,0,0,0,0,0,0,0,0,1998-07-30,개별,"전기,무선인터넷,온수,산책로,운동시설",계곡 물놀이,0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
148,구름계곡캠핑장,민간,경기도,가평군,경기도 가평군 북면 제령리 219-2번지,30,30,0,0,0,,7,0,0,10,0,0,30,0,0,2017-04-10,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,낚시,강/물놀이,어린이놀이시설",30,1,0,0,"수상레저,낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길","릴선,화로대",불가능
149,구름포오토캠핑장,민간,충청남도,태안군,충남 태안군 소원면 구름포길 117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-01,개별,"온수,운동시설",,0,0,0,0,,,불가능
150,구름포해수욕장카라반,민간,충청남도,태안군,충청남도 태안군 소원면 의항리 160-4,12,0,16,10,0,0,3,0,0,4,0,0,12,0,0,2016-12-19,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설","산책로,낚시,해수욕",40,2,2,6,여름물놀이,"릴선,화로대,난방기구,침낭",불가능
151,구리 토평 가족캠핑장,지자체,경기도,구리시,경기도 구리시 왕숙천로 11-140,0,28,0,0,0,0,4,0,0,4,0,0,28,0,0,2017-08-16,개별,"전기,무선인터넷,온수,놀이터,산책로","수영장,청소년체험시설,어린이놀이시설",30,1,2,6,"일몰명소,걷기길",일산화탄소감지기,불가능
152,구마이오토캠핑장,민간,경상북도,상주시,경상북도 상주시 내서면 우서로 287-4 ,15,8,0,0,0,,5,0,0,7,0,0,23,0,0,2015-07-01,개별,"전기,온수,놀이터",,3,0,0,0,,,불가능
153,구만계곡 야영장,민간,경상남도,밀양시,경상남도 밀양시 산내면 봉의리 213 ,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015-03-27,,"전기,온수",,0,0,0,0,,,가능
154,구만동오토캠핑장,민간,강원도,인제군,강원도 인제군 북면 만해로 221 ,0,100,0,0,0,,10,0,0,10,0,0,100,0,0,2014-06-26,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트.편의점",계곡 물놀이,50,0,0,0,여름물놀이,"릴선,화로대",불가능
155,구만산장 캠핑장,민간,경상남도,밀양시,경상남도 밀양시 산내면 봉의로 223-6 ,47,0,0,0,0,,6,0,0,8,0,0,47,0,0,2015-07-20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","계곡 물놀이,청소년체험시설",20,0,0,0,"여름물놀이,걷기길",,불가능
